ID_Jogador,Nome Completo,Data de Nascimento,Data de Falecimento,Nacionalidade
467,Bruno dos Santos Moraes,1984-07-07,N/A,Brasil
32550,André Felippe Seixas Dias,1981-03-11,N/A,Brasil
87778,Tomo Sugawara,1976-07-03,N/A,Japão
510393,Agenor Gomes,1929-05-26,2004-02-29,Brasil
244104,Gilson de Sousa,1959-10-07,N/A,Brasil
475552,Mauro Patrício Atanes,1960-05-04,N/A,Brasil
505517,Edson Luiz Valente Correa,1965-01-01,N/A,Brasil
19041,Tiago Henrique Bernardini Consoni,1979-12-02,N/A,Brasil
681752,Marco Antônio Pereira,1955-04-26,N/A,Brasil
438027,Aílton da Silva Santos,1953-11-29,N/A,Brasil
758271,Jurandir Monteiro Luz,1951-03-20,2011-03-11,Brasil
487526,Wilson Ferreira de Campos,1950-02-17,N/A,Brasil
479967,Thiago de Souza Ferreira Costa,1980-07-31,N/A,Brasil
547757,Francisco Anderson de Jesus dos Santos,1999-05-21,N/A,Brasil
703532,Wellington Gonzaga de Assis Filho,2001-06-05,N/A,Brasil
685854,Jhonnathan Espedito Coco Wagner,2001-03-04,N/A,Brasil
21683,Jair da Rosa Pinto,1921-03-21,2005-07-28,Brasil
55983,José Carlos Tofolo Júnior,1989-03-02,N/A,Brasil
18193,André Luciano da Silva,1981-04-27,N/A,Brasil
87789,Arthur Zwane,1973-09-20,N/A,África do Sul
231659,Antônio Luis Sartoretto,1962-02-14,N/A,Brasil
401750,Nailson Fernando Medeiros,1994-02-24,N/A,Brasil
349467,Luiz Carlos José da Silva,1951-03-11,N/A,Brasil
138088,Wesley Douglas Teixeira Dias de Oliveira,1993-06-23,N/A,Brasil
32220,José Arthur de Melo Júnior,1987-03-07,N/A,Brasil
32218,Vinícius Rodrigues Tomaz da Silva Almeida,1983-06-26,N/A,Brasil
32217,Fábio Leonardo de Souza,1983-07-11,N/A,Brasil
214884,Luis Carlos Fernandes,1985-07-25,N/A,Brasil
553442,Gabriel Calabres Nunes,1998-03-08,N/A,Brasil
710653,Arlindo Bento da Rocha Júnior,1968-05-14,N/A,Brasil
689373,Joaquim Moysés de Lima Neto,1966-12-12,N/A,Brasil
719442,Francisco Antônio Gonçalves Mendonça,1963-09-11,N/A,Brasil
338305,Édson Ataliba Cândido,1956-07-09,N/A,Brasil
621984,Ailton Luiz Bertan,1958-06-22,N/A,Brasil
584021,Evilásio Pessoa dos Santos,1953-03-26,N/A,Brasil
714948,Paulo Leme,1965-03-30,N/A,Brasil
894119,João Carlos Garrote Paiva,1941-10-31,N/A,Brasil
805162,Henrique Roberto Barreto da Rocha,1965-01-09,2018-12-04,Brasil
88879,Alex Willian Costa e Silva,1988-03-18,N/A,Brasil
95129,Carlos Eduardo Rosa de Oliveira,1986-07-14,N/A,Brasil
1231679,Manoel Silva Ferreira,1960-10-11,N/A,Brasil
246922,Róbson de Oliveira Agondi,1971-01-29,N/A,Brasil
1355507,Cássio Rodrigues de Castro Filho,1969-12-01,N/A,Brasil
941516,Vinicius Rodrigues Lira,2007-10-12,N/A,Brasil
99906,Givanilton Martins Ferreira,1991-04-13,N/A,Brasil
130066,Wesley Tavares do Santos,1991-01-21,N/A,Brasil
895085,Benedito Batista,1939-10-12,N/A,Brasil
468003,Osvaldo Rossi,1937-10-05,N/A,Brasil
483918,Welder Bastos de Assis,1986-03-03,N/A,Brasil
5622,Jaílson Zatta,1984-02-03,N/A,Brasil
167385,Luiz Fabiano de Souza,1975-03-18,N/A,Brasil
395701,Walterson Silva,1994-12-28,N/A,Brasil
790623,Hyan Carvalho Machado Silva,2004-03-24,N/A,Brasil
5470,Nilmar Honorato da Silva,1984-07-14,N/A,Brasil
156716,Romário Guilherme dos Santos,1992-03-13,N/A,Brasil
398630,Hélvio Peçanha Moreira,1923-01-20,1984-05-24,Brasil
511072,Igor Vinícius de Souza,1997-04-01,N/A,Brasil
378401,Otavio Augusto Braga,1973-07-29,N/A,Brasil
246476,Carlos Roberto Morais dos Santos,1967-11-11,N/A,Brasil
720217,Dilermando Amaral Gonçalves,1963-08-11,N/A,Brasil
721750,Júlio César Pereyra Silveira,1962-07-08,N/A,Uruguai
726026,Amaury dos Santos Carvalho,1965-02-26,N/A,Brasil
746844,José Anderson da Silva Martins,1957-10-01,N/A,Brasil
180897,Ricardo Gallo Ramalho,1962-03-27,N/A,Brasil
27442,Leopoldo Jacinto Luque,1949-05-03,2021-02-15,Argentina
756790,Édson Silva,1962-06-27,N/A,Brasil
769746,Cláudio Juarez Vasques Reginatto,1954-03-07,N/A,Brasil
789104,Flávio Edmundo Martins Lima,1955-09-20,N/A,Brasil
798195,Admundo Oliveira do Nascimento,1955-01-23,N/A,Brasil
799646,Carlos Bauer do Amaral,1953-04-26,N/A,Brasil
620884,Adolfo José Lima Neves,1951-04-11,N/A,Brasil
801999,Nílton Santana Múrias,1950-07-17,N/A,Brasil
635261,Derick Fernando da Silva,2002-05-16,N/A,Brasil
549605,Fernando Moraes Pileggi,1999-07-06,N/A,Brasil
631367,Paulo Alberto Fonseca,1955-04-20,N/A,Brasil
398633,Marcos Cortez,1929-01-04,2006-05-07,Brasil
869304,Manoel da Rocha Mourão,1933-10-09,N/A,Brasil
398779,Luiz Gonzaga Figueiró,1934-08-22,2005-04-09,Brasil
547955,Luiz Henrique Augustin Schlocobier,1999-05-03,N/A,Brasil
885610,Helmiton Cardoso Freitas,1938-02-17,N/A,Brasil
642190,Matías Rafael Lacava González,2002-10-24,N/A,Venezuela
4489,Rodrigo Barbosa Rodrigues Costa,1975-07-30,N/A,Brasil
232822,Édson Ferreira da Silva,1959-05-12,N/A,Brasil
127144,Luiz Henrique de Oliveira,1985-09-03,N/A,Brasil
119714,Osni Lopes,1952-07-13,N/A,Brasil
769253,José Maria Bernardo da Silva,1954-02-02,2020-08-16,Brasil
570115,Carlos Eduardo Bertolassi da Silva,2002-02-21,N/A,Brasil
5459,Élder da Silva Granja dos Santos,1982-07-02,N/A,Brasil
780914,Claudemir da Silva Acácio Peixoto,1972-06-10,N/A,Brasil
232858,Alarico Cedival Agostini Neto,1970-02-01,N/A,Brasil
500199,Billy Vladimir Arce Mina,1998-07-12,N/A,Equador
200298,Walace de Sousa Novais,1993-05-25,N/A,Brasil
134171,Renan Carvalho Mota,1991-10-01,N/A,Brasil
121133,Jefferson Luiz do Nascimento de Souza,1989-05-27,N/A,Brasil
125249,Luciano Castán da Silva,1989-09-13,N/A,Brasil
53956,Patrik César dos Santos Duzi,1988-03-12,N/A,Brasil
34542,Rodrigo Araújo Gomes Costa,1988-05-12,N/A,Brasil
32212,Roni Visnoveski Turola,1987-07-07,N/A,Brasil
179401,Marcos da Costa Oliveira,1981-02-24,N/A,Brasil
443037,Luiz Augusto de Aguiar,1952-07-11,N/A,Brasil
137413,Silvio Roberto Bido,1983-03-09,N/A,Brasil
468468,Ary Patusca,1892-00-00,1924-12-04,Brasil
68537,Nadson José Ferreira,1984-10-18,N/A,Brasil
33763,Alexandre Afonso da Silva,1983-08-15,N/A,Brasil
497950,José Carlos Silvério,1938-05-25,N/A,Brasil
210154,Carlos Roberto Ferreira Cabral,1945-01-02,N/A,Brasil
297195,Gregore de Magalhães da Silva,1994-03-02,N/A,Brasil
606614,Aníbal de Andrade Torres,1900-00-00,1984-05-24,Brasil
553906,Emerson Barbosa Rodrigues dos Santos,1998-08-18,N/A,Brasil
6022,Rogério Márcio Botelho,1979-09-28,N/A,Brasil
166402,Fricson Vinicio George Tenorio,1974-09-16,N/A,Equador
533392,João Batista Carlos Dias,1935-11-02,1997-06-22,Brasil
542329,Afonso Vidal,1935-05-27,2011-03-28,Brasil
554445,Victor Yan Souza Santos,2001-04-09,N/A,Brasil
183196,Albeiro Usuriaga López,1966-06-12,N/A,Colômbia
709745,Carlos Pierin,1930-08-28,N/A,Brasil
709753,Mário da Paixão Mendes,1936-09-02,N/A,Brasil
180634,Antônio José Gomes de Matos,1965-10-25,N/A,Brasil
716164,Antônio Marques Pinho,1968-09-24,N/A,Brasil
717457,Ademir Domingos Violin,1969-07-07,N/A,Brasil
472915,Marcos Francisco Dias,1969-10-10,N/A,Brasil
57660,Desmond Kevin Armstrong,1964-11-02,N/A,Estados Unidos
721251,Éder José Sanches,1963-04-06,N/A,Brasil
21465,Euclydes Barbosa,1909-12-17,1988-02-26,Brasil
338290,Cláudio Christovam de Pinho,1922-07-18,2000-05-01,Brasil
398391,Francisco Ferreira de Sousa,1908-06-15,1987-06-12,Brasil
559668,Uriel Fernandes,1913-11-12,2000-07-22,Brasil
724140,Juan Carlos Soler,1914-04-28,N/A,Argentina
724141,Joãozinho,-,N/A,Brasil
724142,Ary Antônio da Silva,1917-04-17,N/A,Brasil
724145,Albertinho,-,N/A,Brasil
724146,Antônio Fierro Siccardi,1916-07-09,1995-04-09,Uruguai
724148,Eunápio Gouveia de Queiroz,1919-08-22,1991-00-00,Brasil
724149,Ruy Gomide de Oliveira,1918-04-12,1968-09-16,Brasil
746504,Paulo Roberto Arraias de Alencar Thomé,1966-11-23,N/A,Brasil
615342,Antonio Claretti Pinto,1957-11-10,N/A,Brasil
753085,Luiz Claudio de Souza,1964-05-27,N/A,Brasil
765539,Marcelo Requena,1963-03-16,N/A,Brasil
768450,José Luiz Gonçalves Oca,1962-03-15,N/A,Brasil
795331,Édson Santos de Moraes,-,N/A,Brasil
795393,Paulo Sergio Kuslevicius,1959-01-05,N/A,Brasil
175126,José Severino da Silva,1955-10-05,N/A,Brasil
409209,Antonio Carlos Veiga Casanova,1952-07-15,N/A,Brasil
799679,José Antônio Guaraldo,1950-10-31,N/A,Brasil
438261,Altivo de Souza Filho,1948-04-26,N/A,Brasil
801995,Edevar Sérgio Nicoletti,1945-12-15,N/A,Brasil
831871,Lico,-,N/A,Brasil
487886,José Sabino Chagas Monteiro,1996-10-25,N/A,Brasil
173373,Sérgio Freire Bello,1960-04-02,N/A,Brasil
314451,Cosme da Silva Campos,1952-12-21,N/A,Brasil
387120,Fernando Ferretti,1949-04-26,2011-08-29,Brasil
861294,Gilberto Marques,1948-02-19,N/A,Brasil
179352,Claudio Olinto de Carvalho,1942-02-01,2016-09-03,Brasil
861304,Alexandre de Carvalho Kaneco,1946-10-06,N/A,Brasil
869309,Aguinaldo Secco,1937-09-22,N/A,Brasil
757983,Nelson Vaz Feijó,1928-03-20,2010-04-22,Brasil
453240,Silas Ferreira de Souza,1934-09-12,N/A,Brasil
398632,Walter Vasconcelos Fernandes,1930-05-25,1983-01-22,Brasil
889762,Nicacio Mário Rodrigues,1926-02-13,N/A,Brasil
889764,Hugo dos Santos,1922-01-04,N/A,Brasil
155937,Jandrei Chitolina Carniel,1993-03-01,N/A,Brasil
685900,Fernando Paiva Correa,2003-03-20,N/A,Brasil
407946,Luvanor Donizete Borges,1962-02-15,N/A,Brasil
206829,Geraldo Francisco dos Santos,1962-06-11,2021-07-29,Brasil
688471,Marcos Pizelli,1957-09-05,N/A,Brasil
48018,Reginaldo José de Araújo,1982-02-04,N/A,Brasil
1037833,Jair Estevão da Silva,1947-08-11,N/A,Brasil
1049661,Alcemir Gomes de Morais,1970-04-19,N/A,Brasil
1332139,Alejandro Villarreal Zuluaga,2005-07-28,N/A,Colômbia
1251771,Luiz Guilherme Werneck,1948-03-12,N/A,Brasil
486226,Fábio Trocate da Cruz,1982-02-08,N/A,Brasil
1284020,Fernando Garcia Leão Moreno,1977-06-10,N/A,Brasil
1313581,Léo,1977-00-00,N/A,Brasil
1315165,Luis Carlos,1975-00-00,N/A,Brasil
1368678,Leonardo Miranda Rodrigues,1972-02-25,N/A,Brasil
1368685,Cristiano,1970-00-00,N/A,Brasil
999774,Enzo Eduardo Monteiro de Castro Becerra,2004-05-27,N/A,Bolívia
679227,Diógenes Vinicius da Silva,2001-01-06,N/A,Brasil
