ID_Jogador,Nome Completo,Data de Nascimento,Data de Falecimento,Nacionalidade
234241,Antônio Carlos Pires Vieira,1959-04-22,N/A,Brasil
5522,Márcio Glad,1980-09-23,N/A,Brasil
829501,Deivid Washington de Souza Eugênio,2005-06-05,N/A,Brasil
5780,Roniéliton Pereira Santos,1977-04-28,N/A,Brasil
5380,Jerri Ariel Farias Hahn,1982-06-12,N/A,Brasil
52984,André Oliveira de Lima Costa,1985-04-20,N/A,Brasil
199638,Reginaldo Rivelino Jandoso,1973-11-28,N/A,Brasil
172499,João dos Santos Ferreira,1966-01-23,N/A,Brasil
434528,John Victor Maciel Furtado,1996-02-13,N/A,Brasil
95922,Sosthenes José Santos Salles,1987-11-18,N/A,Brasil
91246,Maurício Assolini,1970-07-08,N/A,Brasil
55984,Douglas Renato de Jesus,1983-03-09,N/A,Brasil
2622,Alessandro Mori Nunes,1979-01-10,N/A,Brasil
32224,Aluísio Chaves Ribeiro Moraes Júnior,1987-04-04,N/A,Ucrânia
180733,Vladimir Javier Hernández Rivero,1989-02-08,N/A,Colômbia
93554,Andrei Frascarelli,1973-02-21,N/A,Brasil
187948,Emiliano Daniel Velázquez Maldonado,1994-04-30,N/A,Uruguai
23243,Kazuyoshi Miura,1967-02-26,N/A,Japão
71169,Rodrigo Cesar Castro Cabral,1982-02-05,N/A,Brasil
108612,Rafael Galhardo de Souza,1991-10-30,N/A,Brasil
5219,Saulo Squarsone Rodrigues dos Santos,1985-08-10,N/A,Brasil
5303,Mauro Sérgio Viriato Mendes,1978-10-11,N/A,Brasil
32448,Luciano Henrique de Gouveia,1978-10-10,N/A,Brasil
717664,José Luiz de Carvalho,1964-08-09,N/A,Brasil
270611,Mauro de Campos Júnior,1955-04-23,2004-08-06,Brasil
497284,David Benedito Magalhaes,1944-06-14,N/A,Brasil
106903,Willian José da Silva,1991-11-23,N/A,Brasil
267534,Raul Donazar Calvet,1934-11-03,2008-03-24,Brasil
32511,Gérson Alencar de Lima Júnior,1985-06-13,N/A,Brasil
32542,Rodrigo José Lima dos Santos,1983-05-11,N/A,Brasil
310844,Ribamar José Dênis,1962-11-10,N/A,Brasil
467623,José Humberto de Oliveira,1962-07-30,N/A,Brasil
554446,Yuri Alberto Monteiro da Silva,2001-03-18,N/A,Brasil
132735,Cláudio Guadagno,1967-09-26,N/A,Brasil
494444,Gabriel de Souza Inocêncio,1994-08-20,N/A,Brasil
74060,Vinícius Simon,1986-11-17,N/A,Brasil
91363,Francisco Sousa dos Santos,1989-07-27,N/A,Brasil
440033,Alvimar Eustáquio de Oliveira,1948-02-20,N/A,Brasil
128394,Ronaldo Marques Sereno,1962-03-14,N/A,Brasil
130562,Rogério dos Santos Conceição,1984-09-20,N/A,Brasil
9138,Aílton de Oliveira Modesto,1980-02-27,N/A,Brasil
5044,Wagner Fernando Velloso,1968-09-22,N/A,Brasil
244103,Gilberto da Costa,1957-07-07,N/A,Brasil
631348,Waldemiro Azeredo Teixeira,1951-05-20,N/A,Brasil
5659,Valdir de Moraes Filho,1972-03-15,N/A,Brasil
421847,Brayan Dennis Angulo Tenorio,1995-11-30,N/A,Equador
834806,Kevyson Costa E Silva,2004-03-29,N/A,Brasil
831205,Jair Paula da Cunha Filho,2005-03-07,N/A,Brasil
488304,José Ivaldo Almeida Silva,1997-02-21,N/A,Brasil
359123,Adilson David,1952-03-21,N/A,Brasil
5707,Magnum Rafael Farias Tavares,1982-03-24,N/A,Brasil
208391,Adriano Pitarelli,1975-03-09,N/A,Brasil
448893,Djalma Pereira Dias Júnior,1939-08-21,1990-05-01,Brasil
428461,Hugo Fernando Bonfim Queiroz,1950-03-25,N/A,Brasil
119139,Gilberto Félix de Melo,1968-10-05,N/A,Brasil
536218,Antônio Carlos Azevedo Martins,1961-05-03,N/A,Brasil
244102,Washington Luís Alves da Silva,1957-03-23,N/A,Brasil
549023,Bruno Felipe de Oliveira,1998-02-01,N/A,Brasil
74745,Overath Breitner da Silva Medina,1989-09-09,N/A,Venezuela
32327,Evandro Goebel,1986-08-23,N/A,Brasil
71798,Leandro Donizete Gonçalves da Silva,1982-05-18,N/A,Brasil
137670,Francisco das Chagas Soares dos Santos,1991-01-17,N/A,Brasil
254347,Jubal Rocha Mendes Júnior,1993-08-29,N/A,Brasil
28764,Wason Libardo Rentería Cuesta,1985-07-04,N/A,Colômbia
53211,Eli Sabiá Filho,1988-08-31,N/A,Brasil
47952,Thiago Carleto Alves,1989-03-24,N/A,Brasil
32213,Darcy Dolce Neto,1981-02-07,N/A,Brasil
413753,Enéas de Camargo,1954-03-18,1988-12-27,Brasil
474644,Márcio Fernandes Figueiredo,1962-03-24,N/A,Brasil
5418,Cláudio Mejolaro,1982-01-08,N/A,Brasil
25515,Valdir Teodoro,1977-03-23,N/A,Brasil
10038,Márcio Caetano Alves,1980-12-07,N/A,Brasil
96015,Manoel Maria Evangelista Barbosa dos Santos,1948-02-29,N/A,Brasil
32447,José Fernando Fumagalli,1977-10-05,N/A,Brasil
119431,Bernardo Fernandes da Silva,1965-04-20,N/A,Brasil
91219,Nelsi Morais,1951-10-22,N/A,Brasil
349445,Roberto da Silva,-,N/A,Brasil
548210,Danilo Boza Junior,1998-05-06,N/A,Brasil
507028,Gustavo Nonato Santana,1998-03-03,N/A,Brasil
872695,Gabriel Morais Silva Bontempo,2005-01-16,N/A,Brasil
5656,Dejan Petković,1972-09-10,N/A,Sérvia
39412,Adoniran Vinicius de Campos,1985-12-12,N/A,Brasil
421142,Oscar Sales Bueno Filho,1947-07-13,N/A,Brasil
533361,Walter Ferraz de Negreiros,1946-08-06,N/A,Brasil
167707,Élson Roberto Raymundo,1968-08-04,N/A,Brasil
536258,Afonso Celso Garcia Reis,1947-09-03,N/A,Brasil
174107,Márcio Griggio,1971-06-14,N/A,Brasil
474671,Gerson Luis de Santana,1962-06-17,2012-10-01,Brasil
518608,Jhojan Esmaides Julio Palacios,1998-02-11,N/A,Equador
119485,Carlos Alberto Araújo Prestes,1961-03-17,N/A,Brasil
505547,Rodrigo Ferreira da Silva,1995-03-29,N/A,Brasil
500549,Marcelo Moura Fernandes,1972-07-11,N/A,Brasil
357989,Thaciano Mickael da Silva,1995-05-12,N/A,Brasil
56495,Diogo Luís Santo,1987-05-26,N/A,Brasil
32298,Jonathan Cícero Moreira,1986-02-27,N/A,Brasil
406069,Paulo Ricardo Ferreira,1994-06-13,N/A,Brasil
5267,Edmundo Alves de Souza Neto,1971-04-02,N/A,Brasil
14897,Jair da Costa,1940-07-09,2025-04-26,Brasil
651154,Gilberto Eugênio Aparecido da Silva,1963-12-28,N/A,Brasil
232210,Marcos Lopes Mendonça,1963-12-14,2021-12-04,Brasil
119713,Wanderley Eustáquio de Oliveira,1950-06-11,2023-07-17,Brasil
94516,Paulo Roberto de Souza,1958-04-17,N/A,Brasil
799577,Paulo Roberto Davoli,1949-01-16,N/A,Brasil
472603,Ibraim Carlos Novoa dos Santos,1950-01-14,2008-10-08,Brasil
721,Rodrigo Fabri,1976-01-15,N/A,Brasil
128181,Augilmar Silva Oliveira,1964-02-18,N/A,Brasil
392942,Alfredo José Morelos Aviléz,1996-06-21,N/A,Colômbia
125250,Sérgio Ricardo dos Santos Júnior,1990-12-03,N/A,Brasil
309300,Stéfano Yuri Gonçalves Almeida,1994-04-27,N/A,Brasil
238454,Neilton Meira Mestzk,1994-02-17,N/A,Brasil
85811,Elierce Barboza de Souza,1988-03-08,N/A,Brasil
23182,Anderson Simas Luciano,1976-04-11,N/A,Brasil
5410,Élton Giovanni Machado,1983-09-15,N/A,Brasil
289110,Reinaldo Francisco de Oliveira,1953-12-11,2024-09-27,Brasil
458019,Laércio José Milani,1931-03-01,1985-08-29,Brasil
417991,Roberto Tailor dos Santos Moraes,1963-02-04,N/A,Brasil
5205,Victor Hugo Aristizábal Posada,1971-12-09,N/A,Colômbia
174517,Nélson Borges de Freitas,1955-01-22,N/A,Brasil
15422,Raimundo Nonato Magalhães Barreto,1961-05-04,N/A,Brasil
615347,Luís Carlos de Melo Cardim,1960-08-20,N/A,Brasil
619610,Wendel da Silva Costa,2000-08-02,N/A,Brasil
762948,Ronaldo da Silva Campos,1961-02-28,N/A,Brasil
32250,Michael Anderson Pereira da Silva,1983-02-16,N/A,Brasil
338297,Edmar Bernardes Dos Santos,1960-01-20,N/A,Brasil
835729,Daniel Felipe Ruiz Rivera,2001-07-30,N/A,Colômbia
98686,Aderlan de Lima Silva,1990-08-18,N/A,Brasil
349429,Wilson Lumazi Quiqueto,1948-02-07,N/A,Brasil
138091,Marcos Vinícius Gomes de Lima,1992-02-22,N/A,Brasil
58349,Nelson Antonio Tapia Ríos,1966-06-22,N/A,Chile
37119,Edwin Armando Valencia Rodriguez,1985-03-29,N/A,Colômbia
87721,José Ferreira Neto,1966-09-09,N/A,Brasil
129197,Marco Antônio da Conceição,1970-12-24,N/A,Brasil
467711,Heraldo Mendes da Silva,1960-10-02,N/A,Brasil
5699,Pedro Alves da Silva,1981-04-25,N/A,Brasil
457110,Leonardo Ezequiel Godoy,1995-04-28,N/A,Argentina
584324,Antônio Oliveira Santos da Silva,1961-11-29,N/A,Brasil
76937,Éverton Santos da Costa,1986-01-06,N/A,Brasil
999773,Miguel Ángel Terceros Acuña,2004-04-25,N/A,Bolívia
187762,Diego Cardoso Nogueira,1994-03-06,N/A,Brasil
27723,Nelson Rafael Cuevas Amarilla,1980-01-10,N/A,Paraguai
32365,Wendel Santana Pereira Santos,1981-10-08,N/A,Brasil
5631,José Robson do Nascimento,1970-05-10,N/A,Brasil
172743,Marco Antônio Moraes Wandermurem,1965-09-22,N/A,Brasil
15417,Ricardo Roberto Barreto da Rocha,1962-09-11,N/A,Brasil
184928,Luiz Carlos de Aquino Guirra,1962-12-25,N/A,Brasil
231082,Francisco Carlos Martins Vidal,1962-09-04,N/A,Brasil
419893,Aluísio Chaves Ribeiro Moraes,1957-03-02,N/A,Brasil
54573,Michael Jackson Quiñonéz Cabeza,1984-06-21,N/A,Equador
474114,Ronaldo José Coelho Barbosa,1970-05-29,N/A,Brasil
84937,Rosimar Amancio,1984-07-02,N/A,Brasil
138087,Tiago Alves Sales de Lima,1993-01-12,N/A,Brasil
95617,José Luis dos Santos Pinto,1992-03-14,N/A,Brasil
84779,Felipe Azevedo dos Santos,1987-01-10,N/A,Brasil
60849,Valmir Roseno Santos,1984-08-02,N/A,Brasil
5630,Wellington Nogueira Lopes de Avellar,1979-06-01,N/A,Brasil
144899,José Nilson dos Santos Silva,1991-04-06,N/A,Brasil
267847,Theodorico Haroldo de Oliveira,1937-07-01,1990-06-12,Brasil
941506,João Victor de Souza Menezes,2006-06-16,N/A,Brasil
415849,Fabián Ariel Noguera,1993-03-20,N/A,Argentina
5246,Odvan Gomes da Silva,1974-03-26,N/A,Brasil
87397,Christian Alberto Cueva Bravo,1991-11-23,N/A,Peru
467590,Celso Peixoto Diniz,1961-01-01,N/A,Brasil
127835,Sidney José Tobias,1963-08-20,N/A,Brasil
131661,Fernando Uribe Hincapié,1988-01-01,N/A,Colômbia
467576,José Maria do Carmo,1960-05-09,N/A,Brasil
492561,Ricardo Bernabe Romera,1947-08-20,N/A,Equador
330514,Laércio Soldá,1993-03-22,N/A,Brasil
544320,João Batista dos Santos,1970-06-24,N/A,Brasil
95606,Crystian Souza Carvalho,1992-06-10,N/A,Brasil
138098,Anderson de Carvalho Santos,1990-05-20,N/A,Brasil
5404,George Lucas Coser,1984-02-20,N/A,Brasil
54576,Mariano Sebastián Trípodi,1987-07-03,N/A,Argentina
74761,André Luiz Moreira,1974-01-11,N/A,Brasil
9926,Fábio da Silva Moraes,1975-04-22,N/A,Brasil
254898,Gilson Pagani,1962-08-06,N/A,Brasil
5653,Marcelo Pereira Surcin,1971-12-31,N/A,Brasil
119687,Joel Mendes,1946-06-25,2024-12-09,Brasil
96115,Adailton Pereira dos Santos,1973-04-18,N/A,Tunísia
168133,Rogério Fonseca da Silva,1970-03-24,N/A,Brasil
662,Whelliton Augusto Silva,1972-07-23,N/A,Brasil
25525,Edi Carlos Dias Marçal,1974-09-13,N/A,Brasil
468463,Onitlasi Júnior de Moraes Rodrigues,1997-10-03,N/A,Brasil
375079,Auro Álvaro da Cruz Júnior,1996-01-23,N/A,Brasil
32332,Paulo Roberto Rink,1973-02-21,N/A,Alemanha
556004,Benjamín Rollheiser,2000-03-24,N/A,Argentina
91366,Bernardo Vieira de Souza,1990-05-20,N/A,Brasil
29125,Jorge Ciro Fucile Perdomo,1984-11-19,N/A,Uruguai
132377,Bruno Uvini Bortolança,1991-06-03,N/A,Brasil
238452,Lucas de Figueiredo Crispim,1994-06-19,N/A,Brasil
182343,Weverson Leandro Oliveira Moura,1993-05-12,N/A,Brasil
155944,Matheus Antunes Ribeiro,1993-02-23,N/A,Brasil
57847,Márcio Roberto dos Santos,1969-09-15,N/A,Brasil
510558,Matheus Sousa de Jesus,1997-04-10,N/A,Brasil
5163,Marcus Vinícius Pedro Nogueira,1969-10-16,N/A,Brasil
336636,Ney Gonçalves de Souza,1968-05-06,N/A,Brasil
5495,Leonardo Caetano Manzi,1969-04-28,N/A,Brasil
205807,João Luiz Silveira,1977-04-11,N/A,Brasil
58440,Sergio Rodolfo Santín Spinelli,1956-08-06,N/A,Uruguai
750399,Mário Sérgio Rodrigues,1961-07-06,N/A,Brasil
800916,Cícero Ferreira da Silva,1951-01-21,N/A,Brasil
536151,Roberto Carlos Lourenço da Silva,1951-09-16,N/A,Brasil
231075,Antônio Nei Pandolfo,1961-07-10,N/A,Brasil
800589,Aguinaldo Moreira,1943-10-12,N/A,Brasil
5581,Weldon Santos de Andrade,1980-08-06,N/A,Brasil
175278,Juan Ramón Cazares Sevillano,1992-04-03,N/A,Equador
1017052,Luca Oliveira Meirelles,2007-03-15,N/A,Brasil
5613,Doniéber Alexander Marangon,1979-10-22,N/A,Brasil
6407,Juan Carlos Henao Valencia,1971-12-30,N/A,Colômbia
5355,Rodrigo Fernandes Valete,1978-03-03,N/A,Brasil
27942,Eder Aleixo de Assis,1957-05-25,N/A,Brasil
4620,Marcelo dos Santos,1975-05-17,N/A,Brasil
495313,Robson Alves de Barros,1997-11-12,N/A,Brasil
484830,Guilherme Nunes da Silva,1998-07-12,N/A,Brasil
33364,Bryan Jafet Ruiz González,1985-08-18,N/A,Costa Rica
174129,Luís Carlos de Oliveira Preto,1965-09-17,N/A,Brasil
232231,José Marcelo da Silva,1967-07-26,N/A,Brasil
474151,Glauco Antônio dos Santos,1966-11-02,N/A,Brasil
629913,Osmar Guerra da Silva,1961-03-13,N/A,Brasil
472913,Luiz Carlos da Silva,1966-10-31,N/A,Brasil
606467,Édson Vicente Viera,1965-02-25,N/A,Brasil
746489,Celso Solano Neto,1964-01-13,N/A,Brasil
762660,Mário Felipe Perez,1953-10-03,N/A,Brasil
199640,Edvaldo Eliodorio dos Santos,1975-03-22,N/A,Brasil
5683,Diego Tardelli Martins,1985-05-10,N/A,Brasil
670664,Ed Carlos de Arruda Amorim,2001-03-19,N/A,Brasil
186834,Éwerton Ribeiro Pascoa,1989-03-14,N/A,Brasil
217338,Pedro Henrique de Castro Silva,1993-02-05,N/A,Brasil
51987,André Júnior Izepon,1981-01-07,N/A,Brasil
5599,Lúcio Flávio dos Santos,1979-02-03,N/A,Brasil
60417,Luís Dialisson de Souza Alves,1986-12-13,N/A,Brasil
474645,Luis Gustavo de Marco,1961-03-23,N/A,Brasil
25867,Orlando Peçanha de Carvalho,1935-09-20,2010-02-10,Brasil
398641,Augusto Vieira de Oliveira,1930-06-04,2004-08-26,Brasil
287505,Ronaldo César Mendes de Medeiros,1992-08-16,N/A,Brasil
5453,Marcelo Antônio Sangaletti,1971-06-01,N/A,Brasil
93782,Marcelo Martelotte,1968-12-10,N/A,Brasil
244120,Gilmar Justino Dias,1958-03-10,N/A,Brasil
467822,Carlos Alberto Isidoro,1959-03-25,N/A,Brasil
119432,Jorge Antônio Putinatti,1959-08-23,N/A,Brasil
720682,Antônio Carlos de Souza Pinto,1961-06-22,N/A,Brasil
720929,Cássio Adriano Vilaça,1968-02-04,N/A,Brasil
12642,Clóvis Bento da Cruz,1970-07-25,N/A,Brasil
95317,Leandro Rodrigues,1982-01-31,N/A,Brasil
285907,Gabriel Horacio Carabajal,1990-12-09,N/A,Argentina
536259,Jose Alberto Bougleaux,1944-07-25,N/A,Brasil
693269,Robson Alves Reis,2000-05-21,N/A,Brasil
866319,Maximiliano Joaquín Silvera Cabo,1997-09-05,N/A,Uruguai
5471,Diego de Lima Barcellos,1985-04-05,N/A,Brasil
406068,Jorge Eduardo Pedro Júnior,1994-09-08,N/A,Brasil
64093,Paulo Henrique Silva Rodrigues,1983-03-27,N/A,Brasil
74233,Rossini Alberto dos Santos,1985-03-31,N/A,Brasil
5620,Marco Aurélio Barbosa,1977-07-25,N/A,Brasil
174632,Marcelo Carlos Monteiro da Silva,1959-01-31,N/A,Brasil
472608,Jáder da Silva Gonçalves,1950-07-14,1999-03-17,Brasil
166805,Cláudio Luís Assunção de Freitas,1972-03-31,N/A,Brasil
5474,Oséas Reis dos Santos,1971-05-14,N/A,Brasil
582698,Wanderson Felippe Cardoso dos Santos,1998-10-04,N/A,Brasil
474678,Raul Mendes da Rocha,1964-10-10,N/A,Brasil
702392,Gláucio Roberto de Souza,1967-01-03,N/A,Brasil
227286,Ademir Antônio Maria,1955-12-01,N/A,Brasil
247845,Nilson Severino Dias,1952-01-25,N/A,Brasil
147762,Francisco da Silva Júnior,1961-12-30,N/A,Brasil
750445,Jaime Bôni,1956-12-24,N/A,Brasil
442641,Antonio de Jesus Silva,1960-03-04,N/A,Brasil
244108,Antonio Roberto de Morais,1959-12-26,N/A,Brasil
412549,Antônio das Graças Braz,1950-09-23,N/A,Brasil
494407,Adir Cid Rodrigues,1950-08-27,N/A,Brasil
787978,Clayton Cougo Zanotti,1953-06-09,N/A,Brasil
232072,Jairo Fernando de Paula,1962-05-22,N/A,Brasil
717021,Kevin Malthus de Sousa Ribeiro,2003-01-11,N/A,Brasil
584352,Luís Carlos de Freitas,1946-08-17,N/A,Brasil
34620,Bruno Ferreira Mombra Rosa,1988-08-08,N/A,Brasil
417184,Vilson Luiz Leifheit,1969-05-07,N/A,Brasil
655112,Ignacio Jesús Laquintana Marsico,1999-02-01,N/A,Uruguai
220295,Patrick Bezerra do Nascimento,1992-07-29,N/A,Brasil
658089,Álvaro Martín Barreal,2000-07-16,N/A,Argentina
34612,Guilherme Oliveira Santos,1988-02-05,N/A,Brasil
267541,Olavo Martins de Oliveira,1927-11-09,N/A,Brasil
85813,Wellengton Carlos de Amorim,1981-05-08,N/A,Brasil
32242,Danilo Verón Bairros,1987-03-11,N/A,Brasil
231669,Fernando César de Matos,1961-10-16,N/A,Brasil
5662,Robson Luiz Nascimento Oliveira,1976-09-03,N/A,Brasil
452490,Amauri Silva,1942-03-06,N/A,Brasil
126990,Cléber Janderson Pereira Reis,1990-12-05,N/A,Brasil
467366,Diogo Vitor Da Cruz,1997-02-11,N/A,Brasil
5507,Daniel da Silva,1973-05-27,N/A,Brasil
172682,Jorge Eduardo Gomes de Souza,1965-03-24,N/A,Brasil
477067,Rui Sérgio Gomes de Rosis,1953-06-01,N/A,Brasil
476093,Heriberto Longuinho da Cunha,1960-04-07,N/A,Brasil
553688,Carlos Alberto Borges,1960-12-14,N/A,Brasil
582940,Aluisio Elias Paulino,1952-06-25,N/A,Brasil
497983,Jair Félix da Silva,1943-05-10,2022-12-27,Brasil
95612,João Pedro Geraldino dos Santos Galvão,1992-03-09,N/A,Itália
87757,Rafael de Andrade Bittencourt Pinheiro,1982-03-03,N/A,Brasil
488010,Carlos Gomes da Cruz,1962-01-23,N/A,Brasil
5744,Antônio de Oliveira Filho,1960-10-05,N/A,Brasil
5164,Carlos Renato de Abreu,1978-06-09,N/A,Brasil
38967,Roger Roberto dos Santos,1986-03-30,N/A,Brasil
71064,Luis Alberto Bolaños León,1985-03-27,N/A,Equador
53942,Anderson Aparecido Salles,1988-02-16,N/A,Brasil
5634,José Antônio Martins Galvão,1982-07-08,N/A,Brasil
27159,Alfredo Mostarda Filho,1946-10-18,2025-03-28,Brasil
287051,Marcelo Tolomeotti,1978-11-10,N/A,Brasil
458021,Getúlio Santos da Silva,1931-07-07,2008-09-15,Brasil
467697,Euclides de Castro Soares,1968-08-06,N/A,Brasil
442751,Edilson Borba de Aquino,1995-05-24,N/A,Brasil
63996,Bechara Jalkh Leonardo Oliveira,1976-02-25,N/A,Brasil
11952,Luiz Bonfim Marcos,1966-06-15,N/A,Brasil
582784,Almir Ernani de Souza,1962-03-07,N/A,Brasil
764234,José Carlos do Nascimento,1958-03-22,N/A,Brasil
795330,Fausto Luiz Pereira Filho,1957-05-15,N/A,Brasil
443034,Rodolfo Carlos de Lima,1954-02-04,N/A,Brasil
756240,Marcos Antônio da Luz,1955-04-24,N/A,Brasil
392636,Willian Marlon Ferreira Moraes,1995-12-14,N/A,Brasil
5606,Evaldo Silva dos Santos,1983-01-04,N/A,Brasil
34539,Márcio Ferreira,1978-07-28,N/A,Brasil
536225,Carlos Cidreira,1943-09-26,N/A,Brasil
87162,Kennedy Nagoli,1973-05-24,N/A,Zimbabwe
94245,Sebastião Carlos Luciano,1965-10-13,N/A,Brasil
635259,Gabriel Veron Fonseca de Souza,2002-09-03,N/A,Brasil
5633,Leandro Machado Nascimento,1976-03-22,N/A,Brasil
12458,Osvaldo Felix Sousa,1981-04-07,N/A,Brasil
37821,Carlos Esteban Frontini,1981-08-19,N/A,Argentina
87799,Válber Roel de Oliveira,1967-05-31,N/A,Brasil
696567,Eduardo Souza Tasso,1976-03-12,N/A,Brasil
467712,Edelvan Nascimento de Menezes,1963-02-23,N/A,Brasil
318199,Lucas Henrique Ferreira Venuto,1995-01-14,N/A,Brasil
467574,Silas Carrere,1956-04-13,N/A,Brasil
559061,Renyer Luan de Oliveira Damasceno,2003-07-12,N/A,Brasil
631373,Euclides Almeida da Silva,1952-01-07,N/A,Brasil
787024,Mário Walter Bezerra,1955-09-23,N/A,Brasil
630028,Paulo Sérgio Ramos de Souza,1950-12-15,N/A,Brasil
687783,Allan Victor Oliveira Mota,2000-04-04,N/A,Brasil
504,Evando Spinassé Camillato,1977-03-07,N/A,Brasil
32446,Edimílson dos Santos Carmo Júnior,1987-10-15,N/A,Brasil
265823,Luan Guilherme de Jesus Vieira,1993-03-27,N/A,Brasil
721030,Hélio de Oliveira Souto,1965-05-12,N/A,Brasil
549305,Luan Dias da Silva,1997-07-31,N/A,Brasil
1235742,Alexandre Azambuja Chaves,1970-10-14,N/A,Brasil
96808,Rychely Cantanhede de Oliveira,1987-08-06,N/A,Brasil
53943,Filipi de Sousa Barros,1987-07-27,N/A,Brasil
84786,Marco da Silva Ignácio,1989-06-15,N/A,Brasil
472604,Laírton José Giovanella,1948-01-20,N/A,Brasil
130563,Altair Santana da Silva,1982-03-09,N/A,Brasil
125893,Carlos Alberto Rodrigues Gavião,1980-02-02,N/A,Brasil
78633,José Leandro Vieira da Silva,1985-01-30,N/A,Brasil
61357,Leandro de Oliveira da Luz,1983-03-01,N/A,Brasil
54572,Sebastian Andrés Pinto Peruena,1986-02-15,N/A,Chile
98471,Vagner Marcelino,1974-07-14,N/A,Brasil
398631,Francisco Ferreira de Aguiar,1930-11-11,2012-05-22,Brasil
162894,Carlos Augusto de Oliveira,1963-04-20,N/A,Brasil
720097,João de França de Oliveira,1970-02-17,N/A,Brasil
162849,Jussiê Nô Seara,1963-08-10,N/A,Brasil
765921,Rodney Roz,1953-11-11,N/A,Brasil
653164,Nelson Luiz Faria Pimenta de Mello,1957-05-08,N/A,Brasil
801075,Haroldo Silva Nepomuceno,1946-02-20,N/A,Brasil
721034,Leandro Moyses Magalhães,1965-07-04,N/A,Brasil
173384,Valdinei Cunha,1971-10-01,N/A,Brasil
39468,Luciano Nunes de Souza,1972-08-21,N/A,Brasil
1315157,Renato de Jesus Carvalho Filho,1976-07-28,N/A,Brasil
11010,Marcos Venâncio de Albuquerque,1980-06-18,N/A,Brasil
142024,Eder Lima dos Santos,1986-02-05,N/A,Brasil
134128,Moisés Ferreira Gomes,1989-05-15,N/A,Brasil
1930,Emerson Ferreira da Rosa,1976-04-04,N/A,Brasil
5291,Jean Carlos da Silva Ferreira,1982-03-03,N/A,Brasil
32567,Wagner Diniz Gomes de Araújo,1983-09-21,N/A,Brasil
34548,Hudson Rodrigues dos Santos,1988-01-30,N/A,Brasil
5665,Roger José de Noronha Silva,1972-07-23,N/A,Brasil
5042,Alcides Eduardo Mendes de Araújo Alves,1985-03-13,N/A,Brasil
5719,Gilmar Silva Santos,1984-03-09,N/A,Brasil
458020,Urubatão Calvo Nunes,1931-03-31,2010-09-24,Brasil
4663,Luiz Carlos Bombonato Goulart,1975-11-14,N/A,Brasil
471487,Matheus Nolasco de Oliveira Silva,1995-04-21,N/A,Brasil
30,Orestes Júnior Alves,1981-03-24,N/A,Brasil
647353,José Augusto Zimmermann,1967-10-14,N/A,Brasil
467728,Mauricio dos Santos Costa,1966-02-03,N/A,Brasil
719455,Gilmar Fontana,1966-12-16,N/A,Brasil
289103,Ernani Sales,1953-10-07,N/A,Brasil
200793,Ronaldo Gonçalves Drummond,1946-08-21,2020-06-09,Brasil
559226,João Helio Pereira Pires,1947-03-22,N/A,Brasil
802002,Ronaldo Barsotti de Freitas,1949-03-06,N/A,Brasil
1315210,Antonio Marcos Ferreira da Silva,1972-09-11,N/A,Brasil
725137,Luis Fellipe Campos Doria,2003-09-09,N/A,Brasil
35089,Charles Fernando Basílio da Silva,1985-02-14,N/A,Brasil
167710,Fernando Diniz Silva,1974-03-27,N/A,Brasil
84465,Rafael Caldeira Pires,1991-02-11,N/A,Brasil
236361,Roberto Orlando Affonso Júnior,1983-05-28,N/A,Hong Kong
11533,Antonio de Nigris Guajardo,1978-04-01,2009-11-16,México
435295,João Modesto,1939-06-17,2020-04-30,Brasil
370811,Maximiliano Brian Rolón,1995-01-19,2022-05-14,Argentina
87769,Masakiyo Maezono,1973-10-29,N/A,Japão
469115,Antônio Fernando Remiro Barroso,1974-04-12,N/A,Brasil
425941,Gilson Cebalho Mendes,1965-12-14,N/A,Brasil
239802,Arimatéia Silva do Nascimento,1964-09-18,N/A,Brasil
231227,João Jorge Ferreira Couto,1962-01-13,2023-04-29,Brasil
798991,Alceu José Sanches Rocha,1957-06-16,N/A,Brasil
172859,Luís Antônio Fernandes,1957-11-06,N/A,Brasil
570107,Sandro Martins Perpetuo Junior,2001-06-29,N/A,Brasil
120987,Gilberto Tavares da Silva,1984-06-05,N/A,Brasil
272937,Everton da Silva Oliveira,1983-03-10,N/A,Brasil
138085,Paulo Henrique Soares Pereira,1993-01-30,N/A,Brasil
541772,Arlen Ávila Gomes,1947-09-15,N/A,Brasil
97936,Uilson de Souza Paula Júnior,1989-04-27,N/A,Brasil
5673,Fábio Santos Romeu,1985-09-16,N/A,Brasil
210523,Miguel Luis Müller,1961-02-14,N/A,Brasil
736946,Marcelo José de Lima Filho,2002-12-11,N/A,Brasil
167706,Dorismar Felipe de Souza,1975-06-25,N/A,Brasil
1042221,Mateus Xavier de Sousa,2007-06-29,N/A,Brasil
275300,José Rafael Vivian,1993-06-16,N/A,Brasil
359124,Luiz Antonio Miranda,1954-06-30,N/A,Brasil
214885,José Henrique da Silva Dourado,1989-09-15,N/A,Brasil
88928,Leandro da Silva,1988-09-22,N/A,Brasil
97972,Paulo Ricardo Alves da Silva,1987-08-17,N/A,Brasil
2354,Cristian Daniel Ledesma,1982-09-24,N/A,Itália
78215,Rivaldo Barbosa de Souza,1985-08-25,N/A,Brasil
87581,Matheus Ferraz Pereira,1985-02-12,N/A,Brasil
488009,Fernando Medeiros da Silva,1996-02-10,N/A,Brasil
