partida_id,jogador_id,titular,minutos_jogados,gols,assistencias
500100,1,1,,,
500100,2,1,,,
500100,3,1,,,
500100,4,1,,,
500100,5,1,,,
500100,6,1,,,
500100,7,1,,,
500100,8,1,,,
500100,9,1,,,
500100,10,1,,,
500100,11,1,,,
500100,12,1,,,
500100,13,1,,,
500100,14,1,,,
500100,15,1,,,
500100,16,1,,,
500100,17,1,,,
500100,18,1,,,
500100,19,1,,,
500100,20,1,,,
500100,21,1,,,
500100,22,1,,,
500100,23,0,,,
500100,24,0,,,
