partida_id,treinador_id,clube_id,tipo
1918,3,3,Titular
1919,,19,
1919,,7,
1920,,13,
1920,,39,
1921,,38,
1921,,12,
1922,,6,
1922,24,11,Titular
1923,,9,
1923,,15,
1924,,37,
1924,,8,
1925,,29,
1925,,22,
1926,42,10,Titular
1926,,20,
1927,,15,
1927,,37,
1928,64,12,Titular
1928,,3,
1929,,14,
1929,,29,
1930,20,16,Titular
1930,,21,
1931,,39,
1931,,9,
1932,,48,
1932,,49,
1933,24,11,Titular
1933,,8,
1934,,25,
1934,,2,
1935,,7,
1935,,38,
1936,,35,
1936,,22,
1937,,31,
1937,65,41,Titular
1938,,30,
1938,,32,
1939,44,19,Titular
1939,14,18,Titular
1940,,10,
1940,,6,
1941,,13,
1941,,20,
1942,,7,
1942,,8,
1943,,20,
1943,,35,
1944,,13,
1944,,22,
1945,24,11,Titular
1945,,15,
1946,,37,
1946,,39,
1947,,6,
1947,,18,
1948,,29,
1948,,19,
1949,,38,
1949,,9,
1950,,39,
1950,,35,
1951,60,20,Titular
1951,14,18,Titular
1952,,22,
1952,24,11,Titular
1953,,13,
1953,,14,
1954,,9,
1954,,6,
1955,,37,
1955,,38,
1956,,32,
1956,,31,
1957,,21,
1957,,25,
1958,,30,
1958,13,5,Titular
1959,,48,
1959,20,16,Titular
1960,,2,
1960,,49,
1961,,7,
1961,,3,
1962,,12,
1962,,19,
1963,,8,
1963,,10,
1964,,29,
1964,,15,
1965,,4,
1965,,33,
1966,,31,
1966,,30,
1967,,34,
1967,,40,
1968,24,11,Titular
1968,,38,
1969,,10,
1969,,22,
1970,,1,
1970,,47,
1971,,21,
1971,,2,
1972,20,16,Titular
1972,,49,
1973,,25,
1973,,48,
1974,,9,
1974,,19,
1975,,35,
1975,,3,
1976,,43,
1976,,24,
1977,,37,
1977,,20,
1978,,39,
1978,,12,
1979,,29,
1979,,6,
1980,,15,
1980,,7,
1981,,13,
1981,,8,
1982,,17,
1982,,4,
1983,14,18,Titular
1983,66,14,Titular
1984,62,23,Titular
1984,,28,
1985,65,41,Titular
1985,13,5,Titular
1986,,24,
1986,,47,
1987,,6,
1987,,13,
1988,,38,
1988,,35,
1989,,9,
1989,,20,
1990,,39,
1990,,10,
1991,,49,
1991,,25,
1992,,3,
1992,,37,
1993,,22,
1993,,18,
1994,,8,
1994,,29,
1995,,2,
1995,20,16,Titular
1996,,21,
1996,,48,
1997,65,41,Titular
1997,,30,
1998,,19,
1998,24,11,Titular
1999,,12,
1999,,15,
2000,13,5,Titular
2000,,32,
2001,,43,
2001,,34,
2002,,40,
2002,,1,
2003,,33,
2003,,28,
2004,,7,
2004,,14,
2005,,17,
2005,62,23,Titular
2006,,6,
2006,,37,
2007,24,11,Titular
2007,,20,
2008,,2,
2008,,48,
2009,,49,
2009,,21,
2010,,18,
2010,,38,
2011,,7,
2011,,39,
2012,,34,
2012,,47,
2013,20,16,Titular
2013,,25,
2014,,40,
2014,,43,
2015,,19,
2015,,13,
2016,,1,
2016,,24,
2017,,29,
2017,,3,
2018,,4,
2018,62,23,Titular
2019,,33,
2019,,17,
2020,,9,
2020,,22,
2021,,8,
2021,,12,
2022,,14,
2022,,10,
2023,,35,
2023,,15,
2024,,3,
2024,,10,
2025,,32,
2025,65,41,Titular
2026,,28,
2026,,17,
2027,,20,
2027,,29,
2028,,15,
2028,,18,
2029,13,5,Titular
2029,,31,
2030,,47,
2030,,43,
2031,,22,
2031,,7,
2032,,12,
2032,,6,
2033,,24,
2033,,40,
2034,,37,
2034,,14,
2035,,34,
2035,,1,
2036,,13,
2036,,38,
2037,24,11,Titular
2037,,39,
2038,,10,
2038,,19,
2039,,8,
2039,,35,
2040,,3,
2040,,9,
2041,,20,
2041,,12,
2042,,14,
2042,,9,
2043,,6,
2043,,7,
2044,,24,
2044,,34,
2045,62,23,Titular
2045,15,33,Titular
2046,,28,
2046,,4,
2047,,47,
2047,,40,
2048,,1,
2048,,43,
2049,,39,
2049,,29,
2050,,3,
2050,24,11,Titular
2051,,22,
2051,,37,
2052,,35,
2052,,19,
2053,14,18,Titular
2053,67,8,Titular
2054,,38,
2054,,10,
2055,,15,
2055,,13,
2056,,38,
2056,,6,
2057,,15,
2057,,20,
2058,66,14,Titular
2058,62,23,Titular
2059,,12,
2059,,24,
2060,,7,
2060,,13,
2061,13,5,Titular
2061,,8,
2062,20,16,Titular
2062,,10,
2063,,9,
2063,24,11,Titular
2064,20,16,Titular
2064,,24,
2065,,38,
2065,,20,
2066,52,6,Titular
2066,62,23,Titular
2067,,10,
2067,24,11,Titular
2068,,8,
2068,,14,
2069,,13,
2069,,9,
2070,,15,
2070,13,5,Titular
2071,,7,
2071,,12,
2072,,38,
2072,,15,
2073,,10,
2073,,12,
2074,24,11,Titular
2074,,13,
2075,,24,
2075,,9,
2076,60,20,Titular
2076,,14,
2077,,7,
2077,20,16,Titular
2078,13,5,Titular
2078,,6,
2079,67,8,Titular
2079,62,23,Titular
2080,,10,
2080,,24,
2081,24,11,Titular
2081,20,16,Titular
2082,,9,
2082,,7,
2083,,15,
2083,,6,
2084,60,20,Titular
2084,67,8,Titular
2085,,14,
2085,13,5,Titular
2086,68,23,Titular
2086,48,38,Titular
2087,,13,
2087,,12,
2088,,38,
2088,,14,
2089,69,23,Titular
2089,12,15,Titular
2090,24,11,Titular
2090,,7,
2091,,12,
2091,20,16,Titular
2092,60,20,Titular
2092,13,5,Titular
2093,,9,
2093,,10,
2094,,24,
2094,,13,
2095,,6,
2095,,8,
2096,13,5,Titular
2096,,38,
2097,20,16,Titular
2097,,9,
2098,24,11,Titular
2098,,12,
2099,,8,
2099,,15,
2100,61,23,Titular
2100,60,20,Titular
2101,,13,
2101,,10,
2102,,24,
2102,,7,
2103,,6,
2103,,14,
2104,,14,
2104,,15,
2105,,8,
2105,,38,
2106,,12,
2106,,9,
2107,,24,
2107,24,11,Titular
2108,,13,
2108,20,16,Titular
2109,,10,
2109,,7,
2110,68,23,Titular
2110,13,5,Titular
2111,60,20,Titular
2111,,6,
2112,,7,
2112,60,20,Titular
2113,,14,
2113,,13,
2114,21,13,Titular
2114,,20,
2115,,46,
2115,,50,
2116,,30,
2116,,38,
2117,,9,
2117,,26,
2118,,51,
2118,,16,
2119,,52,
2119,,28,
2120,,8,
2120,,31,
2121,,29,
2121,,7,
2122,,53,
2122,,27,
2123,,54,
2123,,21,
2124,,55,
2124,,43,
2125,,56,
2125,,35,
2126,,4,
2126,,49,
2127,,19,
2127,24,11,Titular
2128,,22,
2128,,17,
2129,,57,
2129,,28,
2130,,24,
2130,,50,
2131,,18,
2131,,4,
2132,,56,
2132,,42,
2133,,52,
2133,24,11,Titular
2134,,30,
2134,,17,
2135,,10,
2135,,26,
2136,,55,
2136,,1,
2137,,58,
2137,,8,
2138,,22,
2138,,38,
2139,,49,
2139,37,3,Titular
2140,,13,
2140,,37,
2141,,53,
2141,,21,
2142,,54,
2142,,5,
2143,,59,
2143,,12,
2144,20,2,Titular
2144,,60,
2145,,46,
2145,,7,
2146,,14,
2146,,43,
2147,,61,
2147,,29,
2148,,47,
2148,,35,
2149,70,33,Titular
2149,71,23,Titular
2150,,9,
2150,,7,
2151,,50,
2151,,10,
2152,,29,
2152,,24,
2153,,40,
2153,,15,
2154,,21,
2154,,43,
2155,,12,
2155,,60,
2156,,53,
2156,,5,
2157,,18,
2157,,35,
2158,,37,
2158,20,2,Titular
2159,,61,
2159,,26,
2160,,17,
2160,,38,
2161,,31,
2161,,22,
2162,24,11,Titular
2162,,16,
2163,,20,
2163,,62,
2164,,42,
2164,,6,
2165,,51,
2165,,52,
2166,,47,
2166,,56,
2167,,3,
2167,,4,
2168,,1,
2168,,21,
2169,,5,
2169,,14,
2170,71,23,Titular
2170,,30,
2171,,15,
2171,20,2,Titular
2172,,17,
2172,,31,
2173,,22,
2173,,33,
2174,,20,
2174,,16,
2175,,40,
2175,,59,
2176,,13,
2176,,12,
2177,,57,
2177,,62,
2178,,54,
2178,,53,
2179,,27,
2179,,43,
2180,,35,
2180,,49,
2181,,46,
2181,,24,
2182,,29,
2182,,26,
2183,,7,
2183,,10,
2184,,6,
2184,,56,
2185,,42,
2185,,3,
2186,,51,
2186,24,11,Titular
2187,,47,
2187,,18,
2188,,37,
2188,,45,
2189,,61,
2189,,9,
2190,,19,
2190,,28,
2191,,6,
2191,,3,
2192,,33,
2192,,31,
2193,,21,
2193,,55,
2194,,15,
2194,,37,
2195,,49,
2195,,18,
2196,71,23,Titular
2196,72,58,Titular
2197,,56,
2197,,4,
2198,,1,
2198,,14,
2199,,27,
2199,,54,
2200,,10,
2200,,9,
2201,,8,
2201,,38,
2202,,40,
2202,,45,
2203,,22,
2203,,30,
2204,,61,
2204,,46,
2205,,26,
2205,,24,
2206,,12,
2206,20,2,Titular
2207,,60,
2207,,13,
2208,,57,
2208,,16,
2209,,28,
2209,,20,
2210,,62,
2210,24,11,Titular
2211,,55,
2211,,14,
2212,24,11,Titular
2212,,28,
2213,,27,
2213,,21,
2214,,3,
2214,,35,
2215,,47,
2215,,6,
2216,,51,
2216,,19,
2217,,5,
2217,,1,
2218,,59,
2218,,37,
2219,,9,
2219,,29,
2220,,56,
2220,,18,
2221,71,23,Titular
2221,47,31,Titular
2222,,33,
2222,,58,
2223,,61,
2223,,24,
2224,,50,
2224,,7,
2225,,60,
2225,,15,
2226,38,2,Titular
2226,73,45,Titular
2227,,30,
2227,,8,
2228,,52,
2228,,20,
2229,,10,
2229,,46,
2230,,42,
2230,,49,
2231,,4,
2231,,47,
2232,,38,
2232,,31,
2233,24,11,Titular
2233,,57,
2234,,5,
2234,,27,
2235,74,40,Titular
2235,75,37,Titular
2236,,56,
2236,,49,
2237,,15,
2237,,12,
2238,,35,
2238,,42,
2239,,18,
2239,,6,
2240,,58,
2240,,17,
2241,,33,
2241,,8,
2242,,43,
2242,,1,
2243,71,23,Titular
2243,58,22,Titular
2244,,28,
2244,,16,
2245,,52,
2245,,62,
2246,,20,
2246,,19,
2247,,53,
2247,,14,
2248,,55,
2248,,54,
2249,,46,
2249,,29,
2250,,45,
2250,,13,
2251,,9,
2251,,24,
2252,,50,
2252,,61,
2253,,26,
2253,,7,
2254,,59,
2254,20,2,Titular
2255,,55,
2255,,27,
2256,,43,
2256,,5,
2257,,1,
2257,,53,
2258,,14,
2258,,54,
2259,,7,
2259,,61,
2260,,46,
2260,,9,
2261,,50,
2261,,26,
2262,,29,
2262,,10,
2263,,60,
2263,,45,
2264,,40,
2264,,13,
2265,,42,
2265,,47,
2266,,4,
2266,,6,
2267,,17,
2267,,8,
2268,,28,
2268,,51,
2269,,15,
2269,,59,
2270,48,38,Titular
2270,71,23,Titular
2271,,30,
2271,,33,
2272,,31,
2272,,58,
2273,,37,
2273,,12,
2274,,3,
2274,,56,
2275,,19,
2275,,57,
2276,,16,
2276,,62,
2277,,62,
2277,,51,
2278,,45,
2278,,59,
2279,,17,
2279,,33,
2280,,5,
2280,,55,
2281,7,8,Titular
2281,71,23,Titular
2282,,49,
2282,,47,
2283,,37,
2283,,60,
2284,,19,
2284,,52,
2285,,35,
2285,,6,
2286,,42,
2286,,4,
2287,,57,
2287,,20,
2288,,24,
2288,,10,
2289,37,3,Titular
2289,28,18,Titular
2290,,12,
2290,,40,
2291,20,2,Titular
2291,,13,
2292,,50,
2292,,9,
2293,,26,
2293,,46,
2294,,43,
2294,,53,
2295,,14,
2295,,21,
2296,,1,
2296,,27,
2297,,58,
2297,,22,
2298,,31,
2298,,30,
2299,,6,
2299,,49,
2300,,60,
2300,,40,
2301,,13,
2301,,59,
2302,,45,
2302,,15,
2303,,7,
2303,,24,
2304,,47,
2304,,3,
2305,,21,
2305,,5,
2306,,54,
2306,,43,
2307,,8,
2307,,22,
2308,,58,
2308,,30,
2309,,27,
2309,,14,
2310,,18,
2310,,42,
2311,,57,
2311,,52,
2312,,20,
2312,,51,
2313,,16,
2313,,19,
2314,,62,
2314,,28,
2315,,35,
2315,,4,
2316,,53,
2316,,55,
2317,,29,
2317,,50,
2318,,10,
2318,,61,
2319,,38,
2319,,33,
2320,,17,
2320,71,23,Titular
2321,,54,
2321,,1,
2322,,16,
2322,,52,
2323,,59,
2323,,60,
2324,,45,
2324,,12,
2325,,62,
2325,,19,
2326,,13,
2326,,15,
2327,24,11,Titular
2327,,20,
2328,20,2,Titular
2328,,40,
2329,,38,
2329,,58,
2330,,51,
2330,,57,
2331,,6,
2331,24,11,Titular
2332,,1,
2332,,7,
2333,,58,
2333,,33,
2334,,16,
2334,,57,
2335,,37,
2335,,40,
2336,,43,
2336,,54,
2337,,55,
2337,,53,
2338,20,2,Titular
2338,,28,
2339,,12,
2339,,8,
2340,,56,
2340,76,47,Titular
2341,,21,
2341,,10,
2342,,60,
2342,,59,
2343,77,23,Titular
2343,,17,
2344,,38,
2344,,15,
2345,,49,
2345,,4,
2346,,42,
2346,,5,
2347,,24,
2347,,26,
2348,14,14,Titular
2348,21,13,Titular
2349,,19,
2349,,9,
2350,,31,
2350,,35,
2351,,29,
2351,,62,
2352,,61,
2352,,50,
2353,,4,
2353,,56,
2354,72,58,Titular
2354,77,23,Titular
2355,,35,
2355,,13,
2356,,16,
2356,,51,
2357,,6,
2357,,21,
2358,,31,
2358,,62,
2359,,52,
2359,,57,
2360,,29,
2360,,14,
2361,,7,
2361,,3,
2362,,1,
2362,,28,
2363,,40,
2363,,60,
2364,,27,
2364,,55,
2365,,22,
2365,20,2,Titular
2366,,8,
2366,,19,
2367,,46,
2367,,26,
2368,,12,
2368,,42,
2369,,53,
2369,,43,
2370,,5,
2370,,9,
2371,24,11,Titular
2371,,38,
2372,,10,
2372,,15,
2373,,33,
2373,,30,
2374,,18,
2374,,49,
2375,,24,
2375,,61,
2376,,59,
2376,,45,
2377,20,2,Titular
2377,,1,
2378,,20,
2378,,57,
2379,,14,
2379,,31,
2380,,9,
2380,,42,
2381,,8,
2381,,5,
2382,,45,
2382,,37,
2383,,26,
2383,,61,
2384,,49,
2384,,56,
2385,,53,
2385,,54,
2386,,27,
2386,,43,
2387,,18,
2387,,47,
2388,,17,
2388,,58,
2389,,50,
2389,,46,
2390,,30,
2390,77,23,Titular
2391,,52,
2391,,51,
2392,,59,
2392,,40,
2393,24,11,Titular
2393,,15,
2394,,10,
2394,,6,
2395,,7,
2395,,22,
2396,,19,
2396,,12,
2397,,13,
2397,,29,
2398,,62,
2398,,35,
2399,,21,
2399,,38,
2400,,3,
2400,,28,
2401,,30,
2401,,58,
2402,,3,
2402,,1,
2403,,8,
2403,,42,
2404,,33,
2404,,17,
2405,,21,
2405,24,11,Titular
2406,,28,
2406,,22,
2407,64,7,Titular
2407,20,2,Titular
2408,,54,
2408,,55,
2409,,37,
2409,,59,
2410,,57,
2410,,51,
2411,,46,
2411,,61,
2412,,50,
2412,,24,
2413,,10,
2413,,38,
2414,,35,
2414,,29,
2415,21,13,Titular
2415,47,31,Titular
2416,,62,
2416,,14,
2417,,27,
2417,,53,
2418,,45,
2418,,60,
2419,,12,
2419,,9,
2420,,5,
2420,,19,
2421,,4,
2421,,18,
2422,,47,
2422,,49,
2423,,16,
2423,,20,
2424,,15,
2424,,6,
2425,,14,
2425,,35,
2426,,24,
2426,,46,
2427,,26,
2427,,50,
2428,77,23,Titular
2428,70,33,Titular
2429,,17,
2429,,30,
2430,,52,
2430,,16,
2431,,13,
2431,,62,
2432,,51,
2432,,20,
2433,,45,
2433,,40,
2434,,43,
2434,,55,
2435,24,11,Titular
2435,,10,
2436,,38,
2436,,6,
2437,,15,
2437,,21,
2438,,54,
2438,,27,
2439,,18,
2439,,56,
2440,,9,
2440,,8,
2441,,47,
2441,,4,
2442,17,5,Titular
2442,3,12,Titular
2443,,42,
2443,,19,
2444,,28,
2444,,7,
2445,,1,
2445,,22,
2446,,60,
2446,,37,
2447,,31,
2447,,29,
2448,,3,
2448,20,2,Titular
2449,,20,
2449,,52,
2450,,22,
2450,,3,
2451,,19,
2451,,13,
2452,,18,
2452,,27,
2453,,58,
2453,,62,
2454,,1,
2454,,24,
2455,,10,
2455,,3,
2456,3,12,Titular
2456,,14,
2457,,7,
2457,,15,
2458,,8,
2458,,16,
2459,,14,
2459,,27,
2460,,24,
2460,,18,
2461,,38,
2461,,10,
2462,,1,
2462,,3,
2463,,60,
2463,,7,
2464,,19,
2464,,8,
2465,,62,
2465,,13,
2466,,15,
2466,,16,
2467,,18,
2467,,1,
2468,,3,
2468,,27,
2469,,14,
2469,,10,
2470,,13,
2470,,7,
2471,,12,
2471,,38,
2472,,58,
2472,,19,
2473,,62,
2473,,60,
2474,,15,
2474,,8,
2475,,27,
2475,,10,
2476,,1,
2476,,12,
2477,37,3,Titular
2477,,24,
2478,,14,
2478,,38,
2479,,16,
2479,,58,
2480,,7,
2480,,19,
2481,,13,
2481,,60,
2482,,8,
2482,,62,
2483,,62,
2483,,16,
2484,,27,
2484,,38,
2485,,1,
2485,,10,
2486,,24,
2486,,12,
2487,,58,
2487,,7,
2488,,14,
2488,,18,
2489,,60,
2489,,8,
2490,,15,
2490,,13,
2491,,24,
2491,,14,
2492,,38,
2492,,3,
2493,,27,
2493,,1,
2494,,12,
2494,,18,
2495,,62,
2495,,15,
2496,,60,
2496,,19,
2497,,16,
2497,,7,
2498,,8,
2498,,58,
2499,,16,
2499,,60,
2500,,18,
2500,78,10,Titular
2501,,24,
2501,,38,
2502,,58,
2502,,15,
2503,,3,
2503,,14,
2504,,12,
2504,,27,
2505,,8,
2505,,13,
2506,,19,
2506,,62,
2507,,38,
2507,,1,
2508,,15,
2508,,60,
2509,,27,
2509,,24,
2510,,7,
2510,,62,
2511,,10,
2511,,12,
2512,,13,
2512,,58,
2513,,19,
2513,,16,
2514,,18,
2514,,3,
2515,,10,
2515,,24,
2516,,15,
2516,,19,
2517,,14,
2517,,1,
2518,37,3,Titular
2518,3,12,Titular
2519,,38,
2519,,18,
2520,,7,
2520,,8,
2521,,13,
2521,,16,
2522,,60,
2522,,58,
2523,21,13,Titular
2523,37,3,Titular
2524,,14,
2524,,8,
2525,21,13,Titular
2525,7,8,Titular
2526,79,28,Titular
2526,80,12,Titular
2527,32,38,Titular
2527,81,18,Titular
2528,82,21,Titular
2528,83,37,Titular
2529,84,20,Titular
2529,85,63,Titular
2530,86,13,Titular
2530,87,58,Titular
2531,88,31,Titular
2531,89,1,Titular
2532,90,64,Titular
2532,91,11,Titular
2533,92,35,Titular
2533,93,33,Titular
2534,94,10,Titular
2534,95,19,Titular
2535,96,65,Titular
2535,97,14,Titular
2536,98,2,Titular
2536,99,66,Titular
2537,100,8,Titular
2537,101,3,Titular
2538,101,3,Titular
2538,98,2,Titular
2539,95,19,Titular
2539,86,13,Titular
2540,97,14,Titular
2540,102,31,Titular
2541,80,12,Titular
2541,32,38,Titular
2542,87,58,Titular
2542,90,64,Titular
2543,85,63,Titular
2543,96,65,Titular
2544,93,33,Titular
2544,82,21,Titular
2545,99,66,Titular
2545,79,28,Titular
2546,89,1,Titular
2546,94,10,Titular
2547,83,37,Titular
2547,100,8,Titular
2548,91,11,Titular
2548,84,20,Titular
2549,81,18,Titular
2549,92,35,Titular
2550,93,33,Titular
2550,98,2,Titular
2551,98,2,Titular
2551,83,37,Titular
2552,86,13,Titular
2552,89,1,Titular
2553,79,28,Titular
2553,101,3,Titular
2554,100,8,Titular
2554,93,33,Titular
2555,32,38,Titular
2555,99,66,Titular
2556,92,35,Titular
2556,80,12,Titular
2557,102,31,Titular
2557,85,63,Titular
2558,90,64,Titular
2558,95,19,Titular
2559,96,65,Titular
2559,91,11,Titular
2560,82,21,Titular
2560,81,18,Titular
2561,94,10,Titular
2561,97,14,Titular
2562,84,20,Titular
2562,87,58,Titular
2563,83,37,Titular
2563,79,28,Titular
2564,87,58,Titular
2564,96,65,Titular
2565,101,3,Titular
2565,32,38,Titular
2566,80,12,Titular
2566,82,21,Titular
2567,89,1,Titular
2567,90,64,Titular
2568,85,63,Titular
2568,94,10,Titular
2569,95,19,Titular
2569,84,20,Titular
2570,81,18,Titular
2570,100,8,Titular
2571,91,11,Titular
2571,102,31,Titular
2572,99,66,Titular
2572,92,35,Titular
2573,97,14,Titular
2573,86,13,Titular
2574,85,63,Titular
2574,80,12,Titular
2575,89,1,Titular
2575,101,3,Titular
2576,94,10,Titular
2576,98,2,Titular
2577,102,31,Titular
2577,79,28,Titular
2578,90,64,Titular
2578,82,21,Titular
2579,87,58,Titular
2579,93,33,Titular
2580,96,65,Titular
2580,32,38,Titular
2581,86,13,Titular
2581,100,8,Titular
2582,91,11,Titular
2582,81,18,Titular
2583,84,20,Titular
2583,92,35,Titular
2584,97,14,Titular
2584,99,66,Titular
2585,95,19,Titular
2585,83,37,Titular
2586,101,3,Titular
2586,95,19,Titular
2587,82,21,Titular
2587,86,13,Titular
2588,99,66,Titular
2588,89,1,Titular
2589,32,38,Titular
2589,84,20,Titular
2590,98,2,Titular
2590,102,31,Titular
2591,92,35,Titular
2591,90,64,Titular
2592,83,37,Titular
2592,87,58,Titular
2593,79,28,Titular
2593,96,65,Titular
2594,100,8,Titular
2594,94,10,Titular
2595,80,12,Titular
2595,97,14,Titular
2596,81,18,Titular
2596,85,63,Titular
2597,93,33,Titular
2597,91,11,Titular
2598,29,1,Titular
2598,80,12,Titular
2599,94,10,Titular
2599,82,21,Titular
2600,84,20,Titular
2600,79,28,Titular
2601,87,58,Titular
2601,101,3,Titular
2602,90,64,Titular
2602,32,38,Titular
2603,95,19,Titular
2603,99,66,Titular
2604,86,13,Titular
2604,92,35,Titular
2605,103,11,Titular
2605,83,37,Titular
2606,85,63,Titular
2606,93,33,Titular
2607,102,31,Titular
2607,100,8,Titular
2608,97,14,Titular
2608,81,18,Titular
2609,96,65,Titular
2609,98,2,Titular
2610,98,2,Titular
2610,84,20,Titular
2611,99,66,Titular
2611,87,58,Titular
2612,92,35,Titular
2612,94,10,Titular
2613,100,8,Titular
2613,96,65,Titular
2614,79,28,Titular
2614,90,64,Titular
2615,81,18,Titular
2615,29,1,Titular
2616,32,38,Titular
2616,86,13,Titular
2617,83,37,Titular
2617,85,63,Titular
2618,93,33,Titular
2618,97,14,Titular
2619,101,3,Titular
2619,103,11,Titular
2620,82,21,Titular
2620,102,31,Titular
2621,80,12,Titular
2621,95,19,Titular
2622,97,14,Titular
2622,83,37,Titular
2623,85,63,Titular
2623,101,3,Titular
2624,104,64,Titular
2624,98,2,Titular
2625,102,31,Titular
2625,92,35,Titular
2626,87,58,Titular
2626,80,12,Titular
2627,96,65,Titular
2627,82,21,Titular
2628,86,13,Titular
2628,79,28,Titular
2629,84,20,Titular
2629,100,8,Titular
2630,95,19,Titular
2630,81,18,Titular
2631,29,1,Titular
2631,93,33,Titular
2632,103,11,Titular
2632,99,66,Titular
2633,94,10,Titular
2633,32,38,Titular
2634,99,66,Titular
2634,85,63,Titular
2635,100,8,Titular
2635,104,64,Titular
2636,101,3,Titular
2636,97,14,Titular
2637,81,18,Titular
2637,87,58,Titular
2638,32,38,Titular
2638,102,31,Titular
2639,83,37,Titular
2639,29,1,Titular
2640,80,12,Titular
2640,103,11,Titular
2641,79,28,Titular
2641,94,10,Titular
2642,92,35,Titular
2642,105,65,Titular
2643,93,33,Titular
2643,95,19,Titular
2644,98,2,Titular
2644,86,13,Titular
2645,82,21,Titular
2645,84,20,Titular
2646,95,19,Titular
2646,32,38,Titular
2647,87,58,Titular
2647,85,63,Titular
2648,84,20,Titular
2648,105,65,Titular
2649,97,14,Titular
2649,79,28,Titular
2650,86,13,Titular
2650,106,33,Titular
2651,102,31,Titular
2651,104,64,Titular
2652,98,2,Titular
2652,103,11,Titular
2653,83,37,Titular
2653,80,12,Titular
2654,107,66,Titular
2654,94,10,Titular
2655,29,1,Titular
2655,99,35,Titular
2656,100,8,Titular
2656,82,21,Titular
2657,81,18,Titular
2657,101,3,Titular
2658,32,38,Titular
2658,98,2,Titular
2659,108,12,Titular
2659,102,31,Titular
2660,82,21,Titular
2660,97,14,Titular
2661,101,3,Titular
2661,83,37,Titular
2662,99,35,Titular
2662,95,19,Titular
2663,85,63,Titular
2663,100,8,Titular
2664,104,64,Titular
2664,81,18,Titular
2665,106,33,Titular
2665,107,66,Titular
2666,79,28,Titular
2666,87,58,Titular
2667,105,65,Titular
2667,86,13,Titular
2668,103,11,Titular
2668,29,1,Titular
2669,87,58,Titular
2669,32,38,Titular
2670,97,14,Titular
2670,99,35,Titular
2671,95,19,Titular
2671,79,28,Titular
2672,93,12,Titular
2672,86,13,Titular
2673,98,2,Titular
2673,85,63,Titular
2674,105,65,Titular
2674,83,37,Titular
2675,107,66,Titular
2675,104,64,Titular
2676,100,8,Titular
2676,103,11,Titular
2677,29,1,Titular
2677,82,21,Titular
2678,102,31,Titular
2678,106,33,Titular
2679,81,18,Titular
2679,94,10,Titular
2680,84,20,Titular
2680,101,3,Titular
2681,94,10,Titular
2681,84,20,Titular
2682,29,1,Titular
2682,95,19,Titular
2683,86,13,Titular
2683,107,66,Titular
2684,81,18,Titular
2684,105,65,Titular
2685,101,3,Titular
2685,93,12,Titular
2686,103,11,Titular
2686,99,35,Titular
2687,109,37,Titular
2687,88,31,Titular
2688,87,58,Titular
2688,100,8,Titular
2689,106,33,Titular
2689,94,10,Titular
2690,85,63,Titular
2690,82,21,Titular
2691,104,64,Titular
2691,84,20,Titular
2692,97,14,Titular
2692,32,38,Titular
2693,93,12,Titular
2693,110,64,Titular
2694,98,2,Titular
2694,29,1,Titular
2695,95,19,Titular
2695,85,63,Titular
2696,88,31,Titular
2696,81,18,Titular
2697,94,10,Titular
2697,109,37,Titular
2698,105,65,Titular
2698,106,33,Titular
2699,32,38,Titular
2699,103,11,Titular
2700,111,21,Titular
2700,79,28,Titular
2701,100,8,Titular
2701,97,14,Titular
2702,84,20,Titular
2702,86,13,Titular
2703,107,66,Titular
2703,101,3,Titular
2704,109,37,Titular
2704,84,20,Titular
2705,101,3,Titular
2705,106,33,Titular
2706,103,11,Titular
2706,85,63,Titular
2707,81,18,Titular
2707,107,66,Titular
2708,79,28,Titular
2708,100,8,Titular
2709,88,31,Titular
2709,105,65,Titular
2710,111,21,Titular
2710,87,58,Titular
2711,112,38,Titular
2711,99,35,Titular
2712,110,64,Titular
2712,86,13,Titular
2713,93,12,Titular
2713,94,10,Titular
2714,98,2,Titular
2714,95,19,Titular
2715,97,14,Titular
2715,29,1,Titular
2716,85,63,Titular
2716,79,28,Titular
2717,100,8,Titular
2717,98,2,Titular
2718,94,10,Titular
2718,110,64,Titular
2719,106,33,Titular
2719,109,37,Titular
2720,99,35,Titular
2720,111,21,Titular
2721,29,1,Titular
2721,112,38,Titular
2722,84,20,Titular
2722,88,31,Titular
2723,86,13,Titular
2723,81,18,Titular
2724,95,19,Titular
2724,103,11,Titular
2725,87,58,Titular
2725,97,14,Titular
2726,107,66,Titular
2726,93,12,Titular
2727,105,65,Titular
2727,101,3,Titular
2728,79,28,Titular
2728,99,35,Titular
2729,88,31,Titular
2729,86,13,Titular
2730,81,18,Titular
2730,106,33,Titular
2731,109,37,Titular
2731,107,66,Titular
2732,100,8,Titular
2732,95,19,Titular
2733,87,58,Titular
2733,29,1,Titular
2734,113,14,Titular
2734,103,11,Titular
2735,114,65,Titular
2735,110,64,Titular
2736,85,63,Titular
2736,112,38,Titular
2737,101,3,Titular
2737,94,10,Titular
2738,93,12,Titular
2738,84,20,Titular
2739,111,21,Titular
2739,98,2,Titular
2740,95,19,Titular
2740,113,14,Titular
2741,112,38,Titular
2741,111,21,Titular
2742,94,10,Titular
2742,88,31,Titular
2743,86,13,Titular
2743,101,3,Titular
2744,110,64,Titular
2744,109,37,Titular
2745,29,1,Titular
2745,85,63,Titular
2746,84,20,Titular
2746,115,18,Titular
2747,99,35,Titular
